gene_id	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count
gene18433	0.00	0.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	1.00	1.00	4.00	40.00
gene18434	4.00	0.00	11.00	0.00	0.00	11.00	0.00	0.00	6.00	4.00	5.00	16.00	41.00
gene18435	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18436	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18437	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18438	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18439	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1844	74.00	24.00	84.00	57.00	25.00	72.00	19.00	24.00	31.00	38.00	67.00	110.00	570.00
gene18440	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18441	177.00	0.00	5.00	0.00	0.00	8.00	8.00	3.00	2.00	7.00	2.00	6.00	20.00
gene18442	2.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	1.00	0.00	1.00	18.00
gene18443	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
gene18444	19.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	18.00	8.00	20.00	2.00	15.00
gene18445	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18446	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18447	20.00	3.00	6.00	15.00	0.00	13.00	2.00	11.00	19.00	1.00	0.00	1.00	24.00
gene18448	4.00	0.00	0.00	0.00	0.00	1.00	8.00	3.00	3.00	2.00	0.00	2.00	9.00
gene18449	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1845	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18450	0.00	0.00	3.00	9.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	7.00
gene18451	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18452	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18453	2.00	0.00	0.00	0.00	0.00	6.00	0.00	4.00	0.00	42.00	3.00	0.00	25.00
gene18454	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18455	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18456	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18457	0.00	0.00	3.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
gene18458	1.00	0.00	0.00	0.00	0.00	1.00	9.00	0.00	2.01	0.00	11.00	0.00	108.87
gene18459	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	0.00	10.00
gene1846	0.00	0.00	0.00	0.00	0.00	7.00	0.00	0.00	0.00	3.00	0.00	1.00	4.00
gene18460	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18461	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	0.00
gene18462	9.00	0.00	14.00	4.00	0.00	9.00	16.00	4.00	3.00	0.00	1.00	4.00	1.00
gene18463	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18464	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00
gene18465	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18466	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18467	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00
gene18468	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18469	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1847	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18470	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18471	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18472	3.00	5.00	27.00	7.00	10.00	5.00	0.00	0.00	4.00	2.00	2.00	8.00	35.00
gene18473	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18474	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18475	1.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	3.00	14.00
gene18476	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18477	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18478	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18479	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1848	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18480	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18481	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	78.00
gene18482	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18483	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18484	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18485	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18486	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	7.00
gene18487	0.00	0.00	66.00	0.00	0.00	23.00	0.00	2.00	0.00	0.00	1.00	0.00	53.00
gene18488	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00
gene18489	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	23.00
gene1849	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18490	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18491	67.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	1.00	3.00	6.00
gene18492	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18493	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18494	12.00	16.00	356.00	139.00	0.00	226.00	56.00	180.00	131.00	9.00	0.00	45.00	117.00
gene18495	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18496	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
gene18497	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18498	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	3.00	0.00	0.00	1.00	9.00
gene18499	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene185	8.00	13.00	40.00	14.00	3.00	39.00	7.00	32.00	39.00	21.00	8.00	37.00	169.00
gene1850	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18501	7.00	0.00	0.00	0.00	16.00	0.00	0.00	0.00	0.00	0.00	3.02	0.00	58.09
gene18502	0.00	0.00	0.00	0.00	7.00	0.00	0.00	0.00	33.00	0.00	3.00	0.00	37.00
gene18503	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18504	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18505	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18506	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18507	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00
gene18508	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18509	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	24.01
gene1851	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18510	2.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	6.00	1.00	1.00	0.00	25.00
gene18511	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18512	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18513	0.00	0.00	1.00	0.00	0.00	4.00	0.00	0.00	6.00	0.00	0.00	0.00	2.00
gene18514	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18515	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18516	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18517	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18518	1.00	0.00	0.00	0.00	0.00	1.00	0.00	8.00	0.00	0.00	1.00	0.00	5.00
gene18519	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
gene1852	10.00	3.00	43.00	23.00	0.00	40.00	26.00	23.00	0.00	0.00	1.00	10.00	0.00
gene18520	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	92.00
gene18521	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18522	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18523	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18524	0.00	0.00	1.00	0.00	0.00	6.00	0.00	1.00	6.00	0.00	2.00	24.00	17.00
gene18525	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18526	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18527	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18528	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18529	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1853	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18530	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18531	1.00	3.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18532	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	24.00
gene18533	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18534	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18535	2.00	0.00	6.00	4.00	0.00	7.00	0.00	0.00	0.00	0.00	0.00	0.00	7.00
gene18536	307.98	0.00	2.00	0.00	2.00	24.93	0.00	5.00	408.80	112.13	263.00	29.00	42.85
gene18537	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00
gene18538	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18539	1.00	0.00	0.00	0.00	4.00	2.00	6.00	0.00	5.00	2.00	2.00	0.00	56.00
gene1854	909.00	752.00	1303.00	1036.00	463.00	1306.00	824.00	1044.00	654.00	213.00	135.00	251.00	1245.00
gene18540	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18541	0.00	7.00	134.00	83.00	0.00	69.00	29.00	18.00	0.00	1.00	4.00	38.00	607.00
gene18542	16.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00	3.00	22.00
gene18543	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	1.00	0.00	0.00	0.00
gene18544	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18545	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18546	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18547	1.00	0.00	5.00	0.00	0.00	1.00	0.00	0.00	2.00	1.00	7.00	2.00	8.00
gene18548	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	3.00	8.00
gene18549	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1855	14.00	37.00	96.00	54.00	0.00	16.00	26.00	35.00	5.00	5.00	5.00	3.00	34.00
gene18550	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18551	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18552	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18553	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18554	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18555	3.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	4.00	37.00
gene18556	0.00	11.00	59.00	31.00	0.00	43.00	4.00	17.00	70.00	0.00	2.00	3.00	22.00
gene18557	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18558	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18559	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1856	15.00	2.00	227.00	11.00	0.00	31.00	12.00	5.00	1.00	44.00	20.00	32.00	65.00
gene18560	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.15
gene18561	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18562	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18563	30.02	0.00	0.00	0.00	0.00	2.07	0.00	0.00	50.20	9.87	2.00	0.00	18.15
gene18564	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18565	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18566	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18567	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18568	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
gene18569	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1857	58.00	7.00	131.00	22.00	10.00	21.00	5.00	16.00	40.00	27.00	75.00	37.00	2939.00
gene18570	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18571	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18572	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18573	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18574	7.00	0.00	15.00	15.00	0.00	10.00	0.00	8.00	7.00	6.00	7.00	11.00	91.00
gene18575	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18576	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18577	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18578	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1858	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1859	2.00	4.00	5.00	0.00	0.00	11.00	5.00	0.00	0.00	0.00	1.00	3.00	24.00
gene186	4.00	9.00	17.00	12.00	0.00	6.00	0.00	10.00	12.00	7.00	35.00	24.00	111.00
gene1860	298.00	1.00	44.00	7.00	0.00	12.00	0.00	22.00	8.00	38.00	16.00	68.00	105.00
gene1861	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00
gene1862	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1863	3.00	0.00	0.00	0.00	0.00	0.00	24.00	9.00	0.00	12.00	1.00	0.00	0.00
gene1864	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1865	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1866	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	1.00	0.00	0.00	1.00
gene1867	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1868	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
gene1869	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene187	10.00	12.00	54.00	22.00	34.00	17.00	4.00	8.00	25.00	26.00	91.00	65.00	356.00
gene1870	1.00	0.00	0.00	0.00	0.00	0.00	10.00	2.00	0.00	2.00	0.00	0.00	0.00
gene1871	116.00	8.00	15.00	13.00	13.00	16.00	9.00	16.00	13.00	5.00	3.00	13.00	40.00
gene1872	294.00	0.00	0.00	0.00	55.00	0.00	0.00	0.00	3.00	0.00	10.00	0.00	3.00
gene1873	5227.00	0.00	0.00	6.00	0.00	0.00	0.00	0.00	0.00	5.00	9.00	1.00	11.00
gene1874	19.00	14.00	64.00	22.00	0.00	24.00	0.00	21.00	9.00	60.00	26.00	79.00	106.00
gene1875	29.00	2.00	9.00	12.00	0.00	4.00	0.00	0.00	11.00	2.00	7.00	11.00	37.00
gene1876	1494.00	113.00	176.00	243.00	52.00	578.00	98.00	247.00	239.00	19.00	126.00	117.00	1122.00
gene1877	52.00	40.00	100.00	41.00	0.00	60.00	15.00	40.00	51.00	43.00	30.00	58.00	717.00
gene1878	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
gene1879	473.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00
gene188	35.00	729.00	200.00	80.00	0.00	43.00	17896.00	1018.00	105.00	76.00	99.00	168.00	469.00
gene1880	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1881	4.00	11.00	21.00	27.00	0.00	231.00	76.00	138.00	129.00	142.00	526.00	65.00	366.00
gene1882	83.00	132.00	484.00	268.00	159.00	342.00	171.00	230.00	188.00	187.00	626.00	231.00	1307.00
gene1883	84.00	1.00	14.00	0.00	6.00	11.00	0.00	0.00	32.00	4.00	1.00	17.00	46.00
gene1884	2.00	0.00	6.00	14.00	1.00	37.00	0.00	21.00	62.00	4.00	42.00	13.00	116.00
gene1885	44.00	0.00	3.00	0.00	6.00	1.00	0.00	0.00	5.00	11.00	36.00	21.00	113.00
gene1886	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
gene1887	1148.00	1621.00	4031.00	2161.00	833.00	1299.00	844.00	1369.00	1246.00	428.00	2194.00	2198.00	3254.00
gene1888	38.00	10.00	16.00	20.00	0.00	10.00	0.00	0.00	24.00	0.00	2.00	8.00	360.00
gene1889	10.00	56.00	96.00	54.00	15.00	659.00	185.00	322.00	94.00	13.00	51.00	40.00	98.00
gene189	31.00	1920.48	1.00	545.00	0.00	1.00	9737.00	1989.00	1.00	24.00	0.00	0.00	14.00
gene1890	1131.00	66.00	47.00	40.00	19.00	323.00	90.00	132.00	78.00	34.00	25.00	66.00	216.00
gene1891	43.00	26.00	57.00	86.00	0.00	38.00	5.00	11.00	42.00	39.00	51.00	45.00	834.00
gene1892	81.00	324.00	363.00	189.00	197.00	558.00	259.00	260.00	270.00	134.00	130.00	112.00	1498.00
gene1893	3438.00	392.00	1151.00	865.00	43.00	875.00	691.00	762.00	115.00	19.00	1063.00	427.00	2738.00
gene1894	0.00	0.00	0.00	0.00	40.00	0.00	0.00	0.00	70.00	0.00	1.00	0.00	9.00
gene1895	0.00	94.00	106.00	118.00	15.00	151.00	55.00	128.00	53.00	67.00	5.00	52.00	220.00
gene1896	2.00	112.00	159.00	55.00	59.00	88.00	32.00	67.00	156.00	0.00	65.00	131.00	686.00
gene1897	65.00	78.00	142.00	77.00	52.00	263.00	72.00	101.00	337.00	185.00	325.00	95.00	1986.00
gene1898	1.00	0.00	0.00	0.00	14.00	2.00	0.00	6.00	3.00	1.00	0.00	3.00	5.00
gene1899	3.00	3.00	7.00	0.00	3.00	52.00	15.00	4.00	1.00	8.00	18.00	10.00	158.00
gene19	35.00	78.00	302.00	130.00	88.00	473.00	290.00	375.00	68.00	10.00	137.00	265.00	173.00
gene190	23.00	284.52	0.00	151.00	0.00	4.00	921.00	323.00	0.00	18.00	0.00	0.00	5.00
gene1900	31.00	2.00	7.00	14.00	11.00	11.00	0.00	0.00	3.00	4.00	4.00	17.00	34.00
gene1901	0.00	0.00	12.00	10.00	0.00	44.00	9.00	25.00	3.00	2.00	0.00	3.00	17.00
gene1902	54.00	706.00	1248.00	1243.00	136.00	1382.00	717.00	1118.00	300.00	91.00	52.00	191.00	566.00
gene1903	1.00	3.00	15.00	3.00	15.00	4.00	5.00	2.00	0.00	2.00	7.00	0.00	27.00
gene1904	1.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	4.00	12.00
gene1905	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
gene1906	36.00	4.00	1.00	11.00	0.00	14.00	0.00	9.00	0.00	3.00	2.00	3.00	15.00
gene1907	312.00	32.00	438.00	154.00	19.00	147.00	38.00	118.00	242.00	293.00	388.00	408.00	1121.00
gene1908	0.00	0.00	6.00	0.00	0.00	5.00	0.00	1.00	3.00	0.00	2.00	0.00	2.00
gene1909	1.00	7.00	397.00	106.00	0.00	227.00	74.00	294.00	37.00	0.00	68.00	12.00	142.00
gene191	2.00	22.00	24.00	18.00	0.00	139.00	4.00	23.00	15.00	0.00	2.00	12.00	24.00
gene1910	15.00	0.00	100.00	11.00	0.00	100.00	10.00	67.00	79.00	10.00	9.00	3.00	44.00
gene1911	1.00	0.00	4.00	7.00	0.00	8.00	0.00	2.00	0.00	0.00	0.00	0.00	11.00
gene1912	345.00	190.00	1222.00	618.00	276.00	1824.00	369.00	911.00	615.00	576.00	159.00	189.00	2834.00
gene1913	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	240.00
gene1914	1.00	4.00	1.00	10.00	13.00	2.00	10.00	4.00	3.00	5.00	2.00	2.00	48.00
gene1915	19.00	117.00	398.00	236.00	27.00	165.00	38.00	30.00	195.00	8.00	700.00	105.00	812.95
gene1916	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1917	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	63.00	0.00	0.00
gene1918	148.00	145.00	121.00	209.00	26.00	174.00	60.00	99.00	61.00	15.00	64.00	65.00	170.00
gene192	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18.00	0.00	0.00	1.00
gene1920	0.00	0.00	0.00	0.00	0.00	4.00	1.00	0.00	0.00	0.00	0.00	3.00	10.00
gene1921	2.00	33.00	40.00	68.00	23.00	68.00	10.00	39.00	40.00	0.00	43.00	30.00	26.00
gene1922	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1923	156.00	0.00	38.00	23.00	26.00	78.00	13.00	26.00	7.00	16.00	4.00	24.00	95.00
gene1924	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1925	0.00	0.00	21.00	0.00	0.00	119.00	17.00	49.00	17.00	2.00	3.00	3.00	112.00
gene1926	109.00	112.00	382.02	165.00	21.00	125.11	31.00	97.01	86.36	38.03	32.71	349.98	420.48
gene1927	441.00	455.00	1270.00	894.00	89.00	585.00	338.00	458.00	506.00	266.00	52.00	497.00	1835.00
gene1928	112.00	60.00	414.00	131.00	28.00	57.00	26.00	47.00	56.00	77.00	95.00	266.00	424.00
gene1929	15.00	12.00	15.00	20.00	17.00	27.00	7.00	6.00	40.00	4.00	6.00	11.00	234.00
gene193	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	1.00	0.00	0.00	5.00
gene1930	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	8.00	0.00	36.00	0.00	163.00
gene1931	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1932	219.00	184.00	386.00	193.00	0.00	175.00	132.00	153.00	89.00	133.00	86.00	244.00	807.00
